cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,ntlnlsr,ntrer,ntrecosr,ntrenrsr,ntremulr,ntreresr,ntrelocr,ntreothr,idntcir,idntconr,idntcrdr,idntcoor,idntator,idntcotr,ntcomrer
"14355","0","230423","","THE FIRST CITIZENS NATIONAL BANK OF UPPER SANDUSKY","Upper Sandusky","OH","43351","12/31/2021","5/18/2022","N","100 N. Sandusky","","8","0","0","4","0","Wyandot","","","12/1/1902","5/11/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","http://www.firstcitizensnational.com","-5.05214694279212E-02","-1.93434073798968E-03","0","-2.85478561987388E-03","0","-2.33080673882844E-03","0","-2.42243367376601E-03","-0.369636076481065","0.30055817947617","0.963921784632333","0","0","0",""
"4222","12805","353957","","THE FIRST FARMERS NATIONAL BANK OF WAURIKA","Waurika","OK","73573","12/31/2021","5/18/2022","N","319 E D Ave","","1","0","0","2","1","Jefferson","","","3/26/1906","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","https://www.ffnbank.com","7.39653387043549E-02","0","","0","","0","","0","1.28891532817767","0","","0","0","0",""
"3301","0","629353","1233627","THE FIRST LIBERTY NATIONAL BANK","Liberty","TX","77575","12/31/2021","5/18/2022","N","1900 Sam Houston St.","FIRST LIBERTY NATL BANCSHARES","6","0","0","4","1","Liberty","26420","Houston-The Woodlands-Sugar Land, TX","1/1/1913","1/1/1934","9/8/2017","Stock","0","1","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","flnb.com","3.68768449019245E-02","0","0","0","0","0","","0","-0.25253844680147","0.705616709003669","","0.705616709003669","0","0.986353509097661",""
"4086","13889","114457","2293507","THE FIRST NATIONAL BANK & TRUST","Elk City","OK","73648","12/31/2021","5/18/2022","N","102 S. Main Steet","WESTERN OK FINL SERVICES INC","3","0","0","2","1","Beckham","","","4/19/1901","1/1/1934","6/17/2015","Stock","0","1","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.fnbec.com","3.02498249371833E-02","3.9831671356846E-03","0","2.88865672647791E-02","0","-2.41669939280428E-02","","-2.41669939280428E-02","0.115320906632001","-0.447677672076105","","-0.447677672076105","-0.126039828585833","-0.70450885668277",""
"5062","11932","251558","1416671","THE FIRST NATIONAL BANK & TRUST COMPANY OF IRON MOUNTAIN","Iron Mountain","MI","49801","12/31/2021","5/18/2022","N","233 S. Stephenson Ave.","FNB BANCSHARES INC","8","0","0","4","0","Dickinson","","","1/1/1887","1/1/1934","4/23/2013","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","www.fnbimk.com","0.127177230710366","-6.57349828431695E-03","0","0","0","-1.73774024258854E-02","0","-2.09097847337662E-02","0.40025862865236","0.239000023900002","1.69204737732657","0.196758405273125","0.198787396879038","0.194770414374057",""
"2779","0","670430","1141302","THE FIRST NATIONAL BANK AND TRUST","Atmore","AL","36502","12/31/2021","5/18/2022","N","111 S Main St","FIRST SUNCOAST TR BANCSHARES","5","0","0","4","1","Escambia","","","1/1/1915","1/1/1934","9/30/2016","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.fnbandt.com","1.57956533872024E-02","1.13265675969554E-02","0","0.02547727427135","0","0","0","0","0","0.153165418652144","","0.153165418652144","0.144885540423066","0.16050333846944",""
"4062","0","154154","1065163","THE FIRST NATIONAL BANK AND TRUST CO., CHICKASHA, OKLAHOMA","Chickasha","OK","73018","12/31/2021","5/18/2022","N","302 Chickasha Ave.","FIRST INDEPENDENT BCORP INC","11","0","0","4","0","Grady","36420","Oklahoma City, OK","8/21/1892","1/1/1934","3/1/2007","Stock","0","1","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.bankfnbt.com","0.203304002652654","-1.40243218325764E-02","0","-5.99260991345473E-03","0","-0.053690954863804","0","-5.44759564313406E-02","1.07026810601044","-0.130536941954573","","-0.130536941954573","-0.400320256204964","0","0"
"5285","10388","207845","1209042","THE FIRST NATIONAL BANK AND TRUST COMPANY","Beloit","WI","53511","12/31/2021","5/18/2022","N","345 E. Grand Ave.","CENTRE 1 BCORP INC","17","0","1","4","0","Rock","27500","Janesville-Beloit, WI","7/1/1882","1/1/1934","2/2/2016","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","www.bankatfirstnational.com","2.82469052572905E-03","-3.11138399101077E-03","0","-3.6447244132753E-03","0","-4.26302686275327E-03","0","-4.53881137607683E-03","-9.03305647015252E-03","0.542232771321002","3.6347114947751","-0.137266646700609","0","-0.240479209479253",""
"4050","9945","145554","1062050","THE FIRST NATIONAL BANK AND TRUST COMPANY OF BROKEN ARROW","Broken Arrow","OK","74012","12/31/2021","5/18/2022","N","121 S. Main St.","FIRST BROKEN ARROW CORP","2","0","0","4","0","Tulsa","46140","Tulsa, OK","1/29/1904","1/1/1934","8/1/2020","Stock","0","1","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","fnbba.com","-2.79503903234238E-02","-1.49758327498998E-02","0","0","0","-0.037625634344679","0","-4.05730949664004E-02","-0.111746641392611","0.445368171021378","","0.445368171021378","0","1.09529025191676",""
"4148","0","837158","1061316","THE FIRST NATIONAL BANK AND TRUST COMPANY OF MIAMI","Miami","OK","74354","12/31/2021","5/18/2022","N","2 N. Main St.","FIRST MIAMI BANCSHARES INC","3","0","0","2","0","Ottawa","","","1/1/1900","1/1/1934","8/1/2020","Stock","0","1","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.fnbmiami.com","2.81641904710405E-02","4.07763823193606E-02","0","0","0","0.147704023019946","0","0.148289725169709","0","-4.97042596550524E-02","","-4.97042596550524E-02","-0.123031496062992","0",""
"4170","11650","634955","1056330","THE FIRST NATIONAL BANK AND TRUST COMPANY OF OKMULGEE","Okmulgee","OK","74447","12/31/2021","5/18/2022","N","610 E. Eighth St.","FIRST OKMULGEE CORP","4","0","0","4","1","Okmulgee","46140","Tulsa, OK","4/2/1917","1/1/1934","8/1/2020","Stock","0","1","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.mybankfnb.com","3.89781684535852E-02","5.65373688450829E-02","0","0","0","0.158478605388273","0","0.158623151048896","-8.77477777875275E-02","0.151478429471643","0","0.152017269161777","1.23456790123457","-0.449257542797692",""
"14534","0","45047","1099805","THE FIRST NATIONAL BANK AT PARIS","Paris","AR","72855","12/31/2021","5/18/2022","N","11 E. Main St.","UNION BANKSHARES INC","6","0","0","2","1","Logan","","","9/1/1891","6/29/1934","6/17/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","www.firstparis.net","0.043423563362423","4.11637146794746E-03","0","0","0","1.08440110695665E-02","0","1.15035085701139E-02","0","0.359600787802341","1.0183299389002","0.337405069082258","8.65551067512983E-02","0.502160236489047",""
"14853","0","794653","1142952","THE FIRST NATIONAL BANK AT ST. JAMES","Saint James","MN","56081","12/31/2021","5/18/2022","N","202 1st Ave S","FIRST NATL AGENCY SAINT JAMES","1","0","0","2","0","Watonwan","","","10/31/1934","10/31/1934","11/26/2008","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","http://www.fnbstjames.com","0","0","0","0","0","0","","0","0","0","","0","0","0",""
"14674","13187","656032","1491753","THE FIRST NATIONAL BANK IN AMBOY","Amboy","IL","61310","12/31/2021","5/18/2022","N","220 E. Main St.","AMBOY BCORP INC","5","0","0","2","1","Lee","","","8/11/1934","8/11/1934","5/13/2016","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.fnbamboy.com","-0.068491676304424","-0.118092801259657","-1.01461038961039","-0.365796303715445","0","-0.10225994477963","0","-0.108119796734782","-7.0094768126507E-03","6.02579038283855E-02","","6.02579038283855E-02","0.179688061525192","-9.10746812386157E-02",""
"14761","10905","614948","1099618","THE FIRST NATIONAL BANK IN CARLYLE","Carlyle","IL","62231","12/31/2021","5/18/2022","N","891 Fairfax St","FIRST NATL BCORP CARLYLE INC","4","0","0","2","0","Clinton","41180","St. Louis, MO-IL","1/1/1878","1/1/1934","8/1/2021","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","https://www.1nbcarlyle.com","0","0","0","0","0","0","0","0","0","0","","0","0","0",""
"4638","0","677354","1051625","THE FIRST NATIONAL BANK IN CIMARRON","Cimarron","KS","67835","12/31/2021","5/18/2022","N","121 N. Main","FIRST NATIONAL AGENCY INC","2","0","0","2","1","Gray","","","5/21/1929","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","http://www.fnbcimarron.com","-2.0066299052068E-03","0","0","0","0","0","","0","0","-3.54534496206481E-02","","-3.54534496206481E-02","0","-7.65345170671973E-02",""
"3149","0","767152","1249280","THE FIRST NATIONAL BANK IN COOPER","Cooper","TX","75432","12/31/2021","5/18/2022","N","11 W. Side Sq.","COOPER LAKE FINANCIAL CORP","1","0","0","8","0","Delta","","","1/15/1891","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.fnbcooper.com","1.88139674894642E-02","0","0","0","","0","","0","0","0.176600441501104","","0.176600441501104","0.308166409861325","0",""
"4444","0","214843","1978713","THE FIRST NATIONAL BANK IN CRESTON","Creston","IA","50801","12/31/2021","5/18/2022","N","101 W Adams St","NORTHWEST FINANCIAL CORP","4","0","0","2","0","Union","","","1/1/1871","1/1/1934","4/18/2020","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.fnbcreston.com","5.10728060666575E-02","0.004341607610466","0","-3.24612088554178E-02","0","3.50840986482303E-02","0","3.70412334294953E-02","8.09177875278717E-02","-3.97899092790068E-02","","-3.97899092790068E-02","-8.32528555729461E-02","0.130395097144347",""
"14095","0","442655","","THE FIRST NATIONAL BANK IN FALFURRIAS","Falfurrias","TX","78355","12/31/2021","5/18/2022","N","200 S. St Mary St.","","1","0","0","4","1","Brooks","","","1/1/1934","3/21/1934","8/17/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.fnbfal.com","1.78078985662098E-02","-0.061197013585737","0","-0.161857195708472","0","0","","0","-9.55128082675887E-03","0.589854502556036","","0.589854502556036","-28.735632183908","0.75802517961901","0"
"26260","13959","17259","2096164","THE FIRST NATIONAL BANK IN MARLOW","Marlow","OK","73055","12/31/2021","5/18/2022","N","301 W Main St","LEADER FIRST BCORP INC","3","0","0","8","1","Stephens","","","1/24/1985","1/24/1985","9/29/2021","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","WWW.FNBMARLOW.COM","5.16096127457528E-02","0","0","0","","0","","0","0","2.04498977505112E-02","","2.04498977505112E-02","8.03212851405622E-02","0",""
"4016","12075","326858","1126354","THE FIRST NATIONAL BANK IN SIOUX FALLS","Sioux Falls","SD","57101","12/31/2021","5/18/2022","N","100 S. Phillips Ave.","MINNEHAHA BANSHARES INC","18","0","0","2","0","Minnehaha","43620","Sioux Falls, SD","9/8/1885","1/1/1934","4/1/2007","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.fnbsf.com","-3.83514035019614E-02","-1.32049146579571E-02","0","-0.016880624317102","0","0","0","0","-7.93717336016321E-02","0.662152836065879","0.925069380203515","0.651104934792327","0","2.00646861523718","0"
"3749","0","353546","1492497","THE FIRST NATIONAL BANK IN TREMONT","Tremont","IL","61568","12/31/2021","5/18/2022","N","134 S. Sampson St.","TREMONT BCORP INC","3","0","0","2","0","Tazewell","37900","Peoria, IL","11/18/1931","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.tremontbank.com","0.114147211043621","0.117429003059502","0","0.385870137159294","0","0.093183328881241","0","9.83709766270559E-02","0","0.715551315251465","0.750428816466552","0.699300699300699","1.72890733056708","0.280977802753582",""
"14584","0","474058","1054073","THE FIRST NATIONAL BANK IN TRINIDAD","Trinidad","CO","81082","12/31/2021","5/18/2022","N","100 E. Main St.","REPUBLIC TRINIDAD CORP","5","0","1","7","1","Las Animas","","","4/16/1875","7/13/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.FNBTRINIDAD.COM","3.05229600488367E-02","3.21007440239115E-02","0","0","0","4.37550237249462E-02","0","4.42814595169057E-02","0","0","","0","0","0",""
"6442","0","188917","2579612","THE FIRST NATIONAL BANK OF ABSECON","Absecon","NJ","8201","12/31/2021","5/18/2022","N","106 New Jersey Ave.","ABSECON BCORP","4","0","0","8","0","Atlantic","12100","Atlantic City-Hammonton, NJ","3/20/1916","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","http://www.fnbabsecon.com","0","0","0","0","0","0","0","0","0","0","","0","","0",""
"3067","0","340751","1246926","THE FIRST NATIONAL BANK OF ALBANY","Albany","TX","76430","12/31/2021","5/18/2022","N","100 S. Main St.","ALBANY BANCSHARES INC","5","0","0","4","1","Shackelford","","","1/1/1883","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.fnbab.com","1.80128087968509","0.388525330523258","0","0.693792933595193","0","-7.01439353553492E-02","","-7.01439353553492E-02","3.86342677632911","0.142550479640437","","0.142550479640437","0.139938427092079","0.144955546965597",""
"12365","13905","990642","2227409","THE FIRST NATIONAL BANK OF ALLENDALE","Allendale","IL","62410","12/31/2021","5/18/2022","N","301 E Main St","ALLENDALE BCORP INC","3","0","0","2","0","Wabash","","","1/1/1906","1/1/1934","8/1/2021","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.fnba.bank","5.62566406718529E-02","9.77169140998527E-02","0","0","0","0.239290674073283","0","0.24040938283477","-0.024967853888119","0.17704964472038","-1.23456790123457","0.225921086375127","0.01478021815602","0.374547421865246",""
"3075","0","362155","1108323","THE FIRST NATIONAL BANK OF ANDERSON","Anderson","TX","77830","12/31/2021","5/18/2022","N","1071 Hwy. 90 S.","FIRST ANDERSON BANCSHARES INC","2","0","0","4","0","Grimes","","","7/5/1904","1/1/1934","3/30/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://www.fnbanderson.com","-2.37510626553033E-02","-4.28811869512548E-03","0","0","0","-1.71425142925713E-02","","-1.71425142925713E-02","-0.218936740160725","5.98730690935217E-02","","5.98730690935217E-02","0","7.29554242357919E-02",""
"3078","0","366359","1103702","THE FIRST NATIONAL BANK OF ANSON","Anson","TX","79501","12/31/2021","5/18/2022","N","1021 12th St.","ANSON BANCSHARES INC","1","0","0","8","1","Jones","10180","Abilene, TX","1/1/1902","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","https://www.fnbanson.com","-0.198607030144738","-3.31807021036565E-02","0","1.44795000762079","","0","","0","-0.320482004935423","-0.613160778583729","","-0.613160778583729","-2.97636764093101E-02","-1.0684256979607",""
"3599","15737","593333","2734073","THE FIRST NATIONAL BANK OF ARENZVILLE","Arenzville","IL","62611","12/31/2021","5/18/2022","N","110 S. Charles St.","ARENZVILLE BCORP INC","3","0","0","2","1","Cass","","","1/1/1882","1/1/1934","3/26/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.fnbarenzville.com","1.24546572634004E-02","0","0","0","0","0","0","0","-1.21244453066272E-02","8.11622433244055E-02","","8.11622433244055E-02","0.196405774329765","0",""
"3079","0","138257","5325212","THE FIRST NATIONAL BANK OF ASPERMONT","Aspermont","TX","79502","12/31/2021","5/18/2022","N","136 W. 7th St.","ASPERMONT BANKSHARES INC","1","0","0","2","1","Stonewall","","","4/21/1901","1/1/1934","6/5/2015","Stock","0","1","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","http://www.fnbaspermont.com","2.03744829974939E-02","0","0","0","","0","","0","0","0.209511837418814","","0.209511837418814","-0.121388686574411","0.460659664639764",""
"3600","0","604033","","THE FIRST NATIONAL BANK OF ASSUMPTION","Assumption","IL","62510","12/31/2021","5/18/2022","N","141 N. Chestnut St.","","1","0","0","7","0","Christian","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.FNBAssumption.com","-1.81488203266788E-02","0","0","0","0","0","","0","0","-0.11153245594468","","-0.11153245594468","-0.178762960314623","0",""
"3761","13846","858443","1134603","THE FIRST NATIONAL BANK OF AVA","Ava","IL","62907","12/31/2021","5/18/2022","N","304 W Main St","HEADQUARTERS HOLDING CO","1","0","0","2","0","Jackson","16060","Carbondale-Marion, IL","1/1/1917","1/1/1934","8/1/2021","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","http://www.fnbava.com","-0.166359541359541","-9.14393516468709E-02","0","-0.167897918065816","0","-0.114456770558197","","-0.114456770558197","-0.478876237096946","-0.262191924488726","","-0.262191924488726","0.152998776009792","-0.478697941598851",""
"5087","0","392255","1122413","THE FIRST NATIONAL BANK OF BAGLEY","Bagley","MN","56621","12/31/2021","5/18/2022","N","31 Central St. E.","FIRST NATL AGENCY BAGLEY INC","2","0","0","8","1","Clearwater","","","6/2/1903","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.fnbbagley.com","6.7351179150769E-03","0","0","0","","0","0","0","-5.03283927627771E-02","9.13492280990226E-02","","9.13492280990226E-02","-9.75039001560062E-02","0.257776250214814",""
"3087","0","160454","1106990","THE FIRST NATIONAL BANK OF BALLINGER","Ballinger","TX","76821","12/31/2021","5/18/2022","N","911 Hutchings Ave.","TEXAS COUNTRY BANCSHARES INC","3","0","0","4","1","Runnels","","","6/29/1886","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.fnbballinger.com","0","0","0","0","0","0","","0","0","0","","0","0","0",""
"5337","13186","627854","1124163","THE FIRST NATIONAL BANK OF BANGOR","Bangor","WI","54614","12/31/2021","5/18/2022","N","1798 Commercial St.","BOSSHARD BANCO LTD","5","0","0","4","0","La Crosse","29100","La Crosse-Onalaska, WI-MN","7/1/1903","1/1/1934","9/1/2014","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Madison","Minneapolis","Central","Central","0","1","fnbbangor.net","0","0","0","0","0","0","0","0","0","0","","0","0","0",""
"3091","13670","18050","2410304","THE FIRST NATIONAL BANK OF BASTROP","Bastrop","TX","78602","12/31/2021","5/18/2022","N","489 Hwy. 71 W.","BASTROP BANCSHARES INC","6","0","0","4","1","Bastrop","12420","Austin-Round Rock, TX","8/15/1889","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.fnbbastrop.bank","2.24941060387323E-02","8.3445753306538E-04","0","0","0","2.81789627135965E-03","0","2.84700210678156E-03","4.66696535244922E-03","0.782764276129417","","0.782764276129417","0.421913540179151","0.928104575163399","0"
"3607","0","368933","1839177","THE FIRST NATIONAL BANK OF BEARDSTOWN","Beardstown","IL","62618","12/31/2021","5/18/2022","N","300 Washington St.","MASCOUTEN BCORP INC","3","0","0","2","1","Cass","","","2/24/1887","1/1/1934","7/2/2009","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.bankingyoufirst","3.18953104780651E-02","0","0","0","","0","0","0","0","0.365115793866055","","0.365115793866055","9.67539064389725E-02","0.679001867255135",""
"6528","12939","243414","1071258","THE FIRST NATIONAL BANK OF BELLEVUE","Bellevue","OH","44811","12/31/2021","5/18/2022","N","120 North St.","FIRST BANCSHARES INC","8","0","0","4","0","Huron","","","9/15/1875","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.fnblifetime.com","0.155893306405327","0.184220144546494","0","0.299781976744186","0","-3.98640067882709E-02","0","-7.39637155144176E-02","4.98420008572824E-02","0.733194412286795","2.7786858450474","0.101030511214387","0","0.210570646451885",""
"3099","0","91754","2112439","THE FIRST NATIONAL BANK OF BELLVILLE","Bellville","TX","77418","12/31/2021","5/18/2022","N","100 E. Main St.","INDUSTRY BANCSHARES INC","3","0","0","7","0","Austin","26420","Houston-The Woodlands-Sugar Land, TX","7/1/1890","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","0","http://www.fnbbellville.com","9.72685899188672E-03","0","0","0","0","0","","0","0","0.155086848635236","","0.155086848635236","0","0.196553757452663",""
"5093","0","363657","1248546","THE FIRST NATIONAL BANK OF BEMIDJI","Bemidji","MN","56601","12/31/2021","5/18/2022","N","1600 Paul Bunyan Dr","FIRST NB OF BEMIDJI ESOP&TRUST","4","0","0","7","1","Beltrami","","","11/27/1897","1/1/1934","2/19/2008","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.fnbbemidji.com","-1.24964504763009E-02","4.88927264246607E-04","0","0","0","1.58899651691963E-03","0","1.78837129449468E-03","-1.12348049263371E-02","-7.30836848793916E-02","","-7.30836848793916E-02","-5.52676580167363E-02","-0.102707144092718","0"
"6530","0","735414","1859193","THE FIRST NATIONAL BANK OF BLANCHESTER","Blanchester","OH","45107","12/31/2021","5/18/2022","N","121 E. Main St.","FIRST BLANCHESTER BANCSHARES","1","0","0","5","0","Clinton","","","3/8/1907","1/1/1934","12/31/2021","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.fnbblanchester.com","2.59975987672411E-02","7.74709354873697E-03","0","0","0","8.64523417057624E-03","0","9.08166230746876E-03","0","0.307290466313283","1.32450331125828","0.244658293916164","0.282938790908234","0",""
"2682","12369","798512","2262503","THE FIRST NATIONAL BANK OF BROOKSVILLE","Brooksville","KY","41004","12/31/2021","5/18/2022","N","105 Locust St","FNB BANCSHARES INC","2","0","0","2","1","Bracken","17140","Cincinnati, OH-KY-IN","7/7/1907","1/1/1934","1/28/2021","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.fnbfirst.com","-3.84840823914601E-02","-3.63905834402996E-02","0","0","","-0.047614512903533","0","-4.82043865991805E-02","0","-0.358628604217472","","-0.358628604217472","0","-0.853825136612022",""
"3770","0","207041","2199083","THE FIRST NATIONAL BANK OF BROWNSTOWN","Brownstown","IL","62418","12/31/2021","5/18/2022","N","108 E Main St","FIRST BROWNSTOWN BCORP INC","1","0","0","2","0","Fayette","","","6/1/1913","1/1/1934","8/1/2021","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","http://www.fnbbrownstown.com","-0.164890108721091","0","0","0","0","0","0","0","0","-1.45582713968278","","-1.45582713968278","-2.93581696699737","-0.554733727810651",""
"5105","0","108652","","THE FIRST NATIONAL BANK OF BUHL","Virginia","MN","55792","12/31/2021","5/18/2022","N","8355 Unity Dr","","2","0","0","8","0","Saint Louis","20260","Duluth, MN-WI","2/1/1902","1/1/1934","5/29/2013","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.fnbob.com","5.07872016251905E-03","0","0","0","","0","0","0","0","0","","0","0","0",""
"3777","14587","209148","1098929","THE FIRST NATIONAL BANK OF CARMI","Carmi","IL","62821","12/31/2021","5/18/2022","N","201 E Main St","SOUTHERN ILLINOIS BCORP INC","12","0","1","2","0","White","","","12/20/1893","1/1/1934","8/1/2021","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.myfirst.bank","-1.27380601915804E-02","-3.42209014899621E-02","0","-8.48468599025619E-03","0","-0.64982564787262","0","-0.928764286729329","6.12253822942025E-02","-3.61245574741709E-02","","-3.61245574741709E-02","0","-6.46495991724851E-02",""
"5115","0","280558","1125320","THE FIRST NATIONAL BANK OF COKATO","Cokato","MN","55321","12/31/2021","5/18/2022","N","365 Broadway Ave. S.","KNOFF BANCSHARES INC","1","0","0","4","1","Wright","33460","Minneapolis-St. Paul-Bloomington, MN-WI","11/2/1916","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.fnbcokato.com","0.001817897565108","0","0","0","0","0","0","0","0","4.94119972329282E-02","","4.94119972329282E-02","0","8.07102502017756E-02",""
"5117","12953","311658","1122217","THE FIRST NATIONAL BANK OF COLERAINE","Coleraine","MN","55722","12/31/2021","5/18/2022","N","600 Powell Ave","JAN-MAR CORP","2","0","0","7","0","Itasca","","","1/1/1906","1/1/1934","4/23/2019","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.ColeraineBank.com","-2.92291683717015E-03","0","0","0","0","0","","0","-6.34960949901581E-02","3.56938892061679E-02","","3.56938892061679E-02","0","7.52785305630834E-02",""
"6574","0","935719","1417267","THE FIRST NATIONAL BANK OF DENNISON","Dennison","OH","44621","12/31/2021","5/18/2022","N","105 Grant St.","FNB INC","5","0","0","8","0","Tuscarawas","","","10/16/1933","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","http://www.fnbdennison.com","-1.35020793202153E-02","1.37678465711178E-03","0","0","0","2.22769740740576E-03","0","3.06874604898946E-03","0","-4.06302391624183E-02","-0.745156482861401","-3.24489901874254E-02","-1.55449849657788E-02","-0.669008195350393",""
"4654","0","636753","1066946","THE FIRST NATIONAL BANK OF DIGHTON","Dighton","KS","67839","12/31/2021","5/18/2022","N","105 E. Log St.","DIGHTON NATL BANCSHARES INC","1","0","0","2","0","Lane","","","5/2/1888","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","http://www.fnbdighton.com","0.102672504907142","0","0","0","","0","","0","0","0","","0","0","0",""
"2794","14685","496434","3013793","THE FIRST NATIONAL BANK OF DOZIER","Dozier","AL","36028","12/31/2021","5/18/2022","N","7825 S. Main St.","FIRST DOZIER BANCSHARES INC","1","0","0","7","0","Crenshaw","","","3/10/1910","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","http://www.fnbdozier.com","0","0","0","0","0","0","","0","0","0","","0","0","0","0"
